ID,FilePath,Description,Label
video_165,data/ElegantArt_Happy_0020.mp4,ElegantArt - Happy emotion video,Happy
video_166,data/Terror_Surprise_0114.mp4,Terror - Surprise emotion video,Surprise
video_167,data/Conflict_Angry_0284.mp4,Conflict - Angry emotion video,Angry
video_168,data/DailyLife_Surprise_0050.mp4,DailyLife - Surprise emotion video,Surprise
video_169,data/Conflict_Fear_0013.mp4,Conflict - Fear emotion video,Fear
video_170,data/Contest_Happy_0515.mp4,Contest - Happy emotion video,Happy
video_171,data/War_Disgust_0041.mp4,War - Disgust emotion video,Disgust
video_172,data/Conflict_Happy_0056.mp4,Conflict - Happy emotion video,Happy
video_173,data/Speech_Disgust_0109.mp4,Speech - Disgust emotion video,Disgust
video_174,data/Terror_Neutral_0075.mp4,Terror - Neutral emotion video,Neutral
video_175,data/Crime_Sad_0333.mp4,Crime - Sad emotion video,Sad
video_176,data/War_Angry_0321.mp4,War - Angry emotion video,Angry
video_177,data/Crisis_Fear_0076.mp4,Crisis - Fear emotion video,Fear
video_178,data/ScholarReport_Fear_0034.mp4,ScholarReport - Fear emotion video,Fear
video_179,data/History_Happy_0095.mp4,History - Happy emotion video,Happy
video_180,data/DailyLife_Fear_0067.mp4,DailyLife - Fear emotion video,Fear
video_181,data/Business_Sad_0161.mp4,Business - Sad emotion video,Sad
video_182,data/Crisis_Sad_0172.mp4,Crisis - Sad emotion video,Sad
video_183,data/Speech_Surprise_0158.mp4,Speech - Surprise emotion video,Surprise
video_184,data/Conflict_Neutral_0231.mp4,Conflict - Neutral emotion video,Neutral
video_185,data/Terror_Neutral_0098.mp4,Terror - Neutral emotion video,Neutral
video_186,data/Argue_Surprise_0041.mp4,Argue - Surprise emotion video,Surprise
video_187,data/Crime_Fear_0026.mp4,Crime - Fear emotion video,Fear
video_188,data/School_Neutral_0092.mp4,School - Neutral emotion video,Neutral
video_189,data/School_Disgust_0115.mp4,School - Disgust emotion video,Disgust
video_190,data/Liveshow_Happy_0028.mp4,Liveshow - Happy emotion video,Happy
video_191,data/Social_Surprise_0048.mp4,Social - Surprise emotion video,Surprise
video_192,data/Liveshow_Fear_0010.mp4,Liveshow - Fear emotion video,Fear
video_193,data/Terror_Fear_0267.mp4,Terror - Fear emotion video,Fear
video_194,data/Interview_Happy_0359.mp4,Interview - Happy emotion video,Happy
video_195,data/ElegantArt_Disgust_0025.mp4,ElegantArt - Disgust emotion video,Disgust
video_196,data/Social_Neutral_0234.mp4,Social - Neutral emotion video,Neutral
