ID,FilePath,Description,Label
video_0074,data/Argue/angry/0189.mp4,Argue - angry emotion video,angry
video_0075,data/Argue/angry/0197.mp4,Argue - angry emotion video,angry
video_0076,data/Argue/angry/0375.mp4,Argue - angry emotion video,angry
video_0077,data/Argue/angry/0395.mp4,Argue - angry emotion video,angry
video_0078,data/Argue/angry/0426.mp4,Argue - angry emotion video,angry
video_0079,data/Argue/angry/0513.mp4,Argue - angry emotion video,angry
video_0080,data/Argue/angry/0692.mp4,Argue - angry emotion video,angry
video_0081,data/Argue/disgust/0044.mp4,Argue - disgust emotion video,disgust
video_0082,data/Argue/disgust/0048.mp4,Argue - disgust emotion video,disgust
video_0083,data/Argue/disgust/0049.mp4,Argue - disgust emotion video,disgust
video_0084,data/Argue/disgust/0055.mp4,Argue - disgust emotion video,disgust
video_0085,data/Argue/disgust/0056.mp4,Argue - disgust emotion video,disgust
video_0086,data/Argue/disgust/0058.mp4,Argue - disgust emotion video,disgust
video_0087,data/Argue/disgust/0067.mp4,Argue - disgust emotion video,disgust
video_0088,data/Argue/disgust/0071.mp4,Argue - disgust emotion video,disgust
video_0089,data/Argue/disgust/0072.mp4,Argue - disgust emotion video,disgust
video_0090,data/Argue/disgust/0073.mp4,Argue - disgust emotion video,disgust
video_0091,data/Argue/fear/0008.mp4,Argue - fear emotion video,fear
video_0092,data/Argue/fear/0010.mp4,Argue - fear emotion video,fear
video_0093,data/Argue/fear/0017.mp4,Argue - fear emotion video,fear
video_0094,data/Argue/fear/0034.mp4,Argue - fear emotion video,fear
video_0095,data/Argue/fear/0037.mp4,Argue - fear emotion video,fear
video_0096,data/Argue/fear/0046.mp4,Argue - fear emotion video,fear
video_0097,data/Argue/fear/0056.mp4,Argue - fear emotion video,fear
video_0098,data/Argue/fear/0062.mp4,Argue - fear emotion video,fear
video_0099,data/Argue/fear/0069.mp4,Argue - fear emotion video,fear
video_0100,data/Argue/fear/0070.mp4,Argue - fear emotion video,fear
video_0101,data/Argue/happy/0064.mp4,Argue - happy emotion video,happy
video_0102,data/Argue/happy/0148.mp4,Argue - happy emotion video,happy
video_0103,data/Argue/happy/0154.mp4,Argue - happy emotion video,happy
video_0104,data/Argue/happy/0220.mp4,Argue - happy emotion video,happy
video_0105,data/Argue/happy/0274.mp4,Argue - happy emotion video,happy
video_0106,data/Argue/happy/0298.mp4,Argue - happy emotion video,happy
video_0107,data/Argue/happy/0299.mp4,Argue - happy emotion video,happy
video_0108,data/Argue/happy/0317.mp4,Argue - happy emotion video,happy
video_0109,data/Argue/happy/0441.mp4,Argue - happy emotion video,happy
video_0110,data/Argue/happy/0616.mp4,Argue - happy emotion video,happy
video_0111,data/Argue/neutral/0029.mp4,Argue - neutral emotion video,neutral
video_0112,data/Argue/neutral/0039.mp4,Argue - neutral emotion video,neutral
video_0113,data/Argue/neutral/0052.mp4,Argue - neutral emotion video,neutral
video_0114,data/Argue/neutral/0066.mp4,Argue - neutral emotion video,neutral
video_0115,data/Argue/neutral/0161.mp4,Argue - neutral emotion video,neutral
video_0116,data/Argue/neutral/0163.mp4,Argue - neutral emotion video,neutral
video_0117,data/Argue/neutral/0164.mp4,Argue - neutral emotion video,neutral
video_0118,data/Argue/neutral/0254.mp4,Argue - neutral emotion video,neutral
video_0119,data/Argue/neutral/0473.mp4,Argue - neutral emotion video,neutral
video_0120,data/Argue/neutral/0562.mp4,Argue - neutral emotion video,neutral
video_0121,data/Argue/sad/0012.mp4,Argue - sad emotion video,sad
video_0122,data/Argue/sad/0070.mp4,Argue - sad emotion video,sad
video_0123,data/Argue/sad/0072.mp4,Argue - sad emotion video,sad
video_0124,data/Argue/sad/0129.mp4,Argue - sad emotion video,sad
video_0125,data/Argue/sad/0153.mp4,Argue - sad emotion video,sad
video_0126,data/Argue/sad/0169.mp4,Argue - sad emotion video,sad
video_0127,data/Argue/sad/0187.mp4,Argue - sad emotion video,sad
video_0128,data/Argue/sad/0215.mp4,Argue - sad emotion video,sad
video_0129,data/Argue/sad/0221.mp4,Argue - sad emotion video,sad
video_0130,data/Argue/sad/0241.mp4,Argue - sad emotion video,sad
video_0131,data/Argue/surprise/0005.mp4,Argue - surprise emotion video,surprise
video_0132,data/Argue/surprise/0036.mp4,Argue - surprise emotion video,surprise
video_0133,data/Argue/surprise/0080.mp4,Argue - surprise emotion video,surprise
video_0134,data/Argue/surprise/0097.mp4,Argue - surprise emotion video,surprise
video_0135,data/Argue/surprise/0148.mp4,Argue - surprise emotion video,surprise
video_0136,data/Argue/surprise/0149.mp4,Argue - surprise emotion video,surprise
video_0137,data/Argue/surprise/0163.mp4,Argue - surprise emotion video,surprise
video_0138,data/Argue/surprise/0167.mp4,Argue - surprise emotion video,surprise
video_0139,data/Argue/surprise/0172.mp4,Argue - surprise emotion video,surprise
video_0140,data/Argue/surprise/0178.mp4,Argue - surprise emotion video,surprise
video_0141,data/Business/angry/0064.mp4,Business - angry emotion video,angry
video_0142,data/Business/angry/0068.mp4,Business - angry emotion video,angry
video_0143,data/Business/angry/0070.mp4,Business - angry emotion video,angry
video_0144,data/Business/angry/0089.mp4,Business - angry emotion video,angry
video_0145,data/Business/angry/0118.mp4,Business - angry emotion video,angry
video_0146,data/Business/angry/0127.mp4,Business - angry emotion video,angry
video_0147,data/Business/angry/0172.mp4,Business - angry emotion video,angry
video_0148,data/Business/angry/0190.mp4,Business - angry emotion video,angry
video_0149,data/Business/angry/0199.mp4,Business - angry emotion video,angry
video_0150,data/Business/angry/0203.mp4,Business - angry emotion video,angry
video_0151,data/Business/disgust/0009.mp4,Business - disgust emotion video,disgust
video_0152,data/Business/disgust/0016.mp4,Business - disgust emotion video,disgust
video_0153,data/Business/disgust/0021.mp4,Business - disgust emotion video,disgust
video_0154,data/Business/disgust/0029.mp4,Business - disgust emotion video,disgust
video_0155,data/Business/disgust/0046.mp4,Business - disgust emotion video,disgust
video_0156,data/Business/disgust/0048.mp4,Business - disgust emotion video,disgust
video_0157,data/Business/disgust/0080.mp4,Business - disgust emotion video,disgust
video_0158,data/Business/disgust/0118.mp4,Business - disgust emotion video,disgust
video_0159,data/Business/disgust/0133.mp4,Business - disgust emotion video,disgust
video_0160,data/Business/disgust/0152.mp4,Business - disgust emotion video,disgust
video_0161,data/Business/fear/0002.mp4,Business - fear emotion video,fear
video_0162,data/Business/fear/0005.mp4,Business - fear emotion video,fear
video_0163,data/Business/fear/0008.mp4,Business - fear emotion video,fear
video_0164,data/Business/fear/0011.mp4,Business - fear emotion video,fear
video_0165,data/Business/fear/0015.mp4,Business - fear emotion video,fear
video_0166,data/Business/fear/0016.mp4,Business - fear emotion video,fear
video_0167,data/Business/fear/0018.mp4,Business - fear emotion video,fear
video_0168,data/Business/fear/0020.mp4,Business - fear emotion video,fear
video_0169,data/Business/fear/0026.mp4,Business - fear emotion video,fear
video_0170,data/Business/fear/0028.mp4,Business - fear emotion video,fear
video_0171,data/Business/happy/0020.mp4,Business - happy emotion video,happy
video_0172,data/Business/happy/0068.mp4,Business - happy emotion video,happy
video_0173,data/Business/happy/0081.mp4,Business - happy emotion video,happy
video_0174,data/Business/happy/0117.mp4,Business - happy emotion video,happy
video_0175,data/Business/happy/0184.mp4,Business - happy emotion video,happy
video_0176,data/Business/happy/0200.mp4,Business - happy emotion video,happy
video_0177,data/Business/happy/0211.mp4,Business - happy emotion video,happy
video_0178,data/Business/happy/0256.mp4,Business - happy emotion video,happy
video_0179,data/Business/happy/0313.mp4,Business - happy emotion video,happy
video_0180,data/Business/happy/0345.mp4,Business - happy emotion video,happy
video_0181,data/Business/neutral/0069.mp4,Business - neutral emotion video,neutral
video_0182,data/Business/neutral/0168.mp4,Business - neutral emotion video,neutral
video_0183,data/Business/neutral/0170.mp4,Business - neutral emotion video,neutral
video_0184,data/Business/neutral/0251.mp4,Business - neutral emotion video,neutral
video_0185,data/Business/neutral/0259.mp4,Business - neutral emotion video,neutral
video_0186,data/Business/neutral/0313.mp4,Business - neutral emotion video,neutral
video_0187,data/Business/neutral/0332.mp4,Business - neutral emotion video,neutral
video_0188,data/Business/neutral/0431.mp4,Business - neutral emotion video,neutral
video_0189,data/Business/neutral/0449.mp4,Business - neutral emotion video,neutral
video_0190,data/Business/neutral/0470.mp4,Business - neutral emotion video,neutral
video_0191,data/Business/sad/0000.mp4,Business - sad emotion video,sad
video_0192,data/Business/sad/0044.mp4,Business - sad emotion video,sad
video_0193,data/Business/sad/0050.mp4,Business - sad emotion video,sad
video_0194,data/Business/sad/0119.mp4,Business - sad emotion video,sad
video_0195,data/Business/sad/0142.mp4,Business - sad emotion video,sad
video_0196,data/Business/sad/0173.mp4,Business - sad emotion video,sad
video_0197,data/Business/sad/0186.mp4,Business - sad emotion video,sad
video_0198,data/Business/sad/0187.mp4,Business - sad emotion video,sad
video_0199,data/Business/sad/0214.mp4,Business - sad emotion video,sad
video_0200,data/Business/sad/0269.mp4,Business - sad emotion video,sad
video_0201,data/Business/surprise/0033.mp4,Business - surprise emotion video,surprise
video_0202,data/Business/surprise/0041.mp4,Business - surprise emotion video,surprise
video_0203,data/Business/surprise/0042.mp4,Business - surprise emotion video,surprise
video_0204,data/Business/surprise/0067.mp4,Business - surprise emotion video,surprise
video_0205,data/Business/surprise/0100.mp4,Business - surprise emotion video,surprise
video_0206,data/Business/surprise/0121.mp4,Business - surprise emotion video,surprise
video_0207,data/Business/surprise/0133.mp4,Business - surprise emotion video,surprise
video_0208,data/Business/surprise/0169.mp4,Business - surprise emotion video,surprise
video_0209,data/Business/surprise/0174.mp4,Business - surprise emotion video,surprise
video_0210,data/Business/surprise/0201.mp4,Business - surprise emotion video,surprise
video_0211,data/Conflict/angry/0081.mp4,Conflict - angry emotion video,angry
video_0212,data/Conflict/angry/0109.mp4,Conflict - angry emotion video,angry
video_0213,data/Conflict/angry/0127.mp4,Conflict - angry emotion video,angry
video_0214,data/Conflict/angry/0137.mp4,Conflict - angry emotion video,angry
video_0215,data/Conflict/angry/0402.mp4,Conflict - angry emotion video,angry
video_0216,data/Conflict/angry/0466.mp4,Conflict - angry emotion video,angry
video_0217,data/Conflict/angry/0470.mp4,Conflict - angry emotion video,angry
video_0218,data/Conflict/angry/0505.mp4,Conflict - angry emotion video,angry
video_0219,data/Conflict/angry/0593.mp4,Conflict - angry emotion video,angry
video_0220,data/Conflict/angry/0724.mp4,Conflict - angry emotion video,angry
video_0221,data/Conflict/disgust/0006.mp4,Conflict - disgust emotion video,disgust
video_0222,data/Conflict/disgust/0017.mp4,Conflict - disgust emotion video,disgust
video_0223,data/Conflict/disgust/0043.mp4,Conflict - disgust emotion video,disgust
video_0224,data/Conflict/disgust/0059.mp4,Conflict - disgust emotion video,disgust
video_0225,data/Conflict/disgust/0065.mp4,Conflict - disgust emotion video,disgust
video_0226,data/Conflict/disgust/0118.mp4,Conflict - disgust emotion video,disgust
video_0227,data/Conflict/disgust/0136.mp4,Conflict - disgust emotion video,disgust
video_0228,data/Conflict/disgust/0138.mp4,Conflict - disgust emotion video,disgust
video_0229,data/Conflict/disgust/0197.mp4,Conflict - disgust emotion video,disgust
video_0230,data/Conflict/disgust/0227.mp4,Conflict - disgust emotion video,disgust
video_0231,data/Conflict/fear/0009.mp4,Conflict - fear emotion video,fear
video_0232,data/Conflict/fear/0015.mp4,Conflict - fear emotion video,fear
video_0233,data/Conflict/fear/0036.mp4,Conflict - fear emotion video,fear
video_0234,data/Conflict/fear/0038.mp4,Conflict - fear emotion video,fear
video_0235,data/Conflict/fear/0085.mp4,Conflict - fear emotion video,fear
video_0236,data/Conflict/fear/0087.mp4,Conflict - fear emotion video,fear
video_0237,data/Conflict/fear/0094.mp4,Conflict - fear emotion video,fear
video_0238,data/Conflict/fear/0100.mp4,Conflict - fear emotion video,fear
video_0239,data/Conflict/fear/0135.mp4,Conflict - fear emotion video,fear
video_0240,data/Conflict/fear/0136.mp4,Conflict - fear emotion video,fear
video_0241,data/Conflict/happy/0059.mp4,Conflict - happy emotion video,happy
video_0242,data/Conflict/happy/0072.mp4,Conflict - happy emotion video,happy
video_0243,data/Conflict/happy/0078.mp4,Conflict - happy emotion video,happy
video_0244,data/Conflict/happy/0092.mp4,Conflict - happy emotion video,happy
video_0245,data/Conflict/happy/0114.mp4,Conflict - happy emotion video,happy
video_0246,data/Conflict/happy/0118.mp4,Conflict - happy emotion video,happy
video_0247,data/Conflict/happy/0131.mp4,Conflict - happy emotion video,happy
video_0248,data/Conflict/happy/0146.mp4,Conflict - happy emotion video,happy
video_0249,data/Conflict/happy/0183.mp4,Conflict - happy emotion video,happy
video_0250,data/Conflict/happy/0249.mp4,Conflict - happy emotion video,happy
video_0251,data/Conflict/neutral/0050.mp4,Conflict - neutral emotion video,neutral
video_0252,data/Conflict/neutral/0084.mp4,Conflict - neutral emotion video,neutral
video_0253,data/Conflict/neutral/0152.mp4,Conflict - neutral emotion video,neutral
video_0254,data/Conflict/neutral/0210.mp4,Conflict - neutral emotion video,neutral
video_0255,data/Conflict/neutral/0259.mp4,Conflict - neutral emotion video,neutral
video_0256,data/Conflict/neutral/0299.mp4,Conflict - neutral emotion video,neutral
video_0257,data/Conflict/neutral/0319.mp4,Conflict - neutral emotion video,neutral
video_0258,data/Conflict/neutral/0366.mp4,Conflict - neutral emotion video,neutral
video_0259,data/Conflict/neutral/0372.mp4,Conflict - neutral emotion video,neutral
video_0260,data/Conflict/neutral/0379.mp4,Conflict - neutral emotion video,neutral
video_0261,data/Conflict/sad/0021.mp4,Conflict - sad emotion video,sad
video_0262,data/Conflict/sad/0089.mp4,Conflict - sad emotion video,sad
video_0263,data/Conflict/sad/0152.mp4,Conflict - sad emotion video,sad
video_0264,data/Conflict/sad/0167.mp4,Conflict - sad emotion video,sad
video_0265,data/Conflict/sad/0182.mp4,Conflict - sad emotion video,sad
video_0266,data/Conflict/sad/0183.mp4,Conflict - sad emotion video,sad
video_0267,data/Conflict/sad/0190.mp4,Conflict - sad emotion video,sad
video_0268,data/Conflict/sad/0209.mp4,Conflict - sad emotion video,sad
video_0269,data/Conflict/sad/0286.mp4,Conflict - sad emotion video,sad
video_0270,data/Conflict/sad/0338.mp4,Conflict - sad emotion video,sad
video_0271,data/Conflict/surprise/0017.mp4,Conflict - surprise emotion video,surprise
video_0272,data/Conflict/surprise/0020.mp4,Conflict - surprise emotion video,surprise
video_0273,data/Conflict/surprise/0053.mp4,Conflict - surprise emotion video,surprise
video_0274,data/Conflict/surprise/0060.mp4,Conflict - surprise emotion video,surprise
video_0275,data/Conflict/surprise/0061.mp4,Conflict - surprise emotion video,surprise
video_0276,data/Conflict/surprise/0098.mp4,Conflict - surprise emotion video,surprise
video_0277,data/Conflict/surprise/0133.mp4,Conflict - surprise emotion video,surprise
video_0278,data/Conflict/surprise/0138.mp4,Conflict - surprise emotion video,surprise
video_0279,data/Conflict/surprise/0193.mp4,Conflict - surprise emotion video,surprise
video_0280,data/Conflict/surprise/0214.mp4,Conflict - surprise emotion video,surprise
video_0281,data/Contest/angry/0017.mp4,Contest - angry emotion video,angry
video_0282,data/Contest/angry/0025.mp4,Contest - angry emotion video,angry
video_0283,data/Contest/angry/0056.mp4,Contest - angry emotion video,angry
video_0284,data/Contest/angry/0058.mp4,Contest - angry emotion video,angry
video_0285,data/Contest/angry/0060.mp4,Contest - angry emotion video,angry
video_0286,data/Contest/angry/0079.mp4,Contest - angry emotion video,angry
video_0287,data/Contest/angry/0097.mp4,Contest - angry emotion video,angry
video_0288,data/Contest/angry/0110.mp4,Contest - angry emotion video,angry
video_0289,data/Contest/angry/0137.mp4,Contest - angry emotion video,angry
video_0290,data/Contest/angry/0203.mp4,Contest - angry emotion video,angry
video_0291,data/Contest/disgust/0002.mp4,Contest - disgust emotion video,disgust
video_0292,data/Contest/disgust/0003.mp4,Contest - disgust emotion video,disgust
video_0293,data/Contest/disgust/0010.mp4,Contest - disgust emotion video,disgust
video_0294,data/Contest/disgust/0016.mp4,Contest - disgust emotion video,disgust
video_0295,data/Contest/disgust/0042.mp4,Contest - disgust emotion video,disgust
video_0296,data/Contest/disgust/0081.mp4,Contest - disgust emotion video,disgust
video_0297,data/Contest/disgust/0092.mp4,Contest - disgust emotion video,disgust
video_0298,data/Contest/disgust/0096.mp4,Contest - disgust emotion video,disgust
video_0299,data/Contest/disgust/0100.mp4,Contest - disgust emotion video,disgust
video_0300,data/Contest/disgust/0131.mp4,Contest - disgust emotion video,disgust
video_0301,data/Contest/fear/0000.mp4,Contest - fear emotion video,fear
video_0302,data/Contest/fear/0009.mp4,Contest - fear emotion video,fear
video_0303,data/Contest/fear/0010.mp4,Contest - fear emotion video,fear
video_0304,data/Contest/fear/0014.mp4,Contest - fear emotion video,fear
video_0305,data/Contest/fear/0016.mp4,Contest - fear emotion video,fear
video_0306,data/Contest/fear/0017.mp4,Contest - fear emotion video,fear
video_0307,data/Contest/fear/0022.mp4,Contest - fear emotion video,fear
video_0308,data/Contest/fear/0039.mp4,Contest - fear emotion video,fear
video_0309,data/Contest/fear/0052.mp4,Contest - fear emotion video,fear
video_0310,data/Contest/fear/0075.mp4,Contest - fear emotion video,fear
video_0311,data/Contest/happy/0090.mp4,Contest - happy emotion video,happy
video_0312,data/Contest/happy/0121.mp4,Contest - happy emotion video,happy
video_0313,data/Contest/happy/0209.mp4,Contest - happy emotion video,happy
video_0314,data/Contest/happy/0264.mp4,Contest - happy emotion video,happy
video_0315,data/Contest/happy/0501.mp4,Contest - happy emotion video,happy
video_0316,data/Contest/happy/0516.mp4,Contest - happy emotion video,happy
video_0317,data/Contest/happy/0529.mp4,Contest - happy emotion video,happy
video_0318,data/Contest/happy/0572.mp4,Contest - happy emotion video,happy
video_0319,data/Contest/happy/0589.mp4,Contest - happy emotion video,happy
video_0320,data/Contest/happy/0623.mp4,Contest - happy emotion video,happy
video_0321,data/Contest/neutral/0079.mp4,Contest - neutral emotion video,neutral
video_0322,data/Contest/neutral/0118.mp4,Contest - neutral emotion video,neutral
video_0323,data/Contest/neutral/0186.mp4,Contest - neutral emotion video,neutral
video_0324,data/Contest/neutral/0288.mp4,Contest - neutral emotion video,neutral
video_0325,data/Contest/neutral/0321.mp4,Contest - neutral emotion video,neutral
video_0326,data/Contest/neutral/0401.mp4,Contest - neutral emotion video,neutral
video_0327,data/Contest/neutral/0419.mp4,Contest - neutral emotion video,neutral
video_0328,data/Contest/neutral/0451.mp4,Contest - neutral emotion video,neutral
video_0329,data/Contest/neutral/0518.mp4,Contest - neutral emotion video,neutral
video_0330,data/Contest/neutral/0522.mp4,Contest - neutral emotion video,neutral
video_0331,data/Contest/sad/0009.mp4,Contest - sad emotion video,sad
video_0332,data/Contest/sad/0089.mp4,Contest - sad emotion video,sad
video_0333,data/Contest/sad/0106.mp4,Contest - sad emotion video,sad
video_0334,data/Contest/sad/0161.mp4,Contest - sad emotion video,sad
video_0335,data/Contest/sad/0166.mp4,Contest - sad emotion video,sad
video_0336,data/Contest/sad/0204.mp4,Contest - sad emotion video,sad
video_0337,data/Contest/sad/0213.mp4,Contest - sad emotion video,sad
video_0338,data/Contest/sad/0269.mp4,Contest - sad emotion video,sad
video_0339,data/Contest/sad/0300.mp4,Contest - sad emotion video,sad
video_0340,data/Contest/sad/0401.mp4,Contest - sad emotion video,sad
video_0341,data/Contest/surprise/0006.mp4,Contest - surprise emotion video,surprise
video_0342,data/Contest/surprise/0015.mp4,Contest - surprise emotion video,surprise
video_0343,data/Contest/surprise/0025.mp4,Contest - surprise emotion video,surprise
video_0344,data/Contest/surprise/0042.mp4,Contest - surprise emotion video,surprise
video_0345,data/Contest/surprise/0069.mp4,Contest - surprise emotion video,surprise
video_0346,data/Contest/surprise/0081.mp4,Contest - surprise emotion video,surprise
video_0347,data/Contest/surprise/0110.mp4,Contest - surprise emotion video,surprise
video_0348,data/Contest/surprise/0132.mp4,Contest - surprise emotion video,surprise
video_0349,data/Contest/surprise/0140.mp4,Contest - surprise emotion video,surprise
video_0350,data/Contest/surprise/0188.mp4,Contest - surprise emotion video,surprise
video_0351,data/Crime/angry/0007.mp4,Crime - angry emotion video,angry
video_0352,data/Crime/angry/0021.mp4,Crime - angry emotion video,angry
video_0353,data/Crime/angry/0085.mp4,Crime - angry emotion video,angry
video_0354,data/Crime/angry/0130.mp4,Crime - angry emotion video,angry
video_0355,data/Crime/angry/0151.mp4,Crime - angry emotion video,angry
video_0356,data/Crime/angry/0160.mp4,Crime - angry emotion video,angry
video_0357,data/Crime/angry/0210.mp4,Crime - angry emotion video,angry
video_0358,data/Crime/angry/0216.mp4,Crime - angry emotion video,angry
video_0359,data/Crime/angry/0230.mp4,Crime - angry emotion video,angry
video_0360,data/Crime/angry/0239.mp4,Crime - angry emotion video,angry
video_0361,data/Crime/disgust/0007.mp4,Crime - disgust emotion video,disgust
video_0362,data/Crime/disgust/0014.mp4,Crime - disgust emotion video,disgust
video_0363,data/Crime/disgust/0025.mp4,Crime - disgust emotion video,disgust
video_0364,data/Crime/disgust/0027.mp4,Crime - disgust emotion video,disgust
video_0365,data/Crime/disgust/0030.mp4,Crime - disgust emotion video,disgust
video_0366,data/Crime/disgust/0040.mp4,Crime - disgust emotion video,disgust
video_0367,data/Crime/disgust/0081.mp4,Crime - disgust emotion video,disgust
video_0368,data/Crime/disgust/0082.mp4,Crime - disgust emotion video,disgust
video_0369,data/Crime/disgust/0105.mp4,Crime - disgust emotion video,disgust
video_0370,data/Crime/disgust/0134.mp4,Crime - disgust emotion video,disgust
video_0371,data/Crime/fear/0002.mp4,Crime - fear emotion video,fear
video_0372,data/Crime/fear/0039.mp4,Crime - fear emotion video,fear
video_0373,data/Crime/fear/0057.mp4,Crime - fear emotion video,fear
video_0374,data/Crime/fear/0060.mp4,Crime - fear emotion video,fear
video_0375,data/Crime/fear/0064.mp4,Crime - fear emotion video,fear
video_0376,data/Crime/fear/0070.mp4,Crime - fear emotion video,fear
video_0377,data/Crime/fear/0091.mp4,Crime - fear emotion video,fear
video_0378,data/Crime/fear/0095.mp4,Crime - fear emotion video,fear
video_0379,data/Crime/fear/0105.mp4,Crime - fear emotion video,fear
video_0380,data/Crime/fear/0129.mp4,Crime - fear emotion video,fear
video_0381,data/Crime/happy/0002.mp4,Crime - happy emotion video,happy
video_0382,data/Crime/happy/0043.mp4,Crime - happy emotion video,happy
video_0383,data/Crime/happy/0053.mp4,Crime - happy emotion video,happy
video_0384,data/Crime/happy/0056.mp4,Crime - happy emotion video,happy
video_0385,data/Crime/happy/0058.mp4,Crime - happy emotion video,happy
video_0386,data/Crime/happy/0128.mp4,Crime - happy emotion video,happy
video_0387,data/Crime/happy/0161.mp4,Crime - happy emotion video,happy
video_0388,data/Crime/happy/0176.mp4,Crime - happy emotion video,happy
video_0389,data/Crime/happy/0206.mp4,Crime - happy emotion video,happy
