ID,FilePath,Description
video_207,data/Conflict_Disgust_0218.mp4,Conflict - Disgust emotion video
video_208,data/Argue_Happy_0226.mp4,Argue - Happy emotion video
video_209,data/School_Disgust_0026.mp4,School - Disgust emotion video
video_210,data/ElegantArt_Angry_0074.mp4,ElegantArt - Angry emotion video
video_211,data/War_Angry_0463.mp4,War - Angry emotion video
video_212,data/DailyLife_Fear_0057.mp4,DailyLife - Fear emotion video
video_213,data/War_Fear_0052.mp4,War - Fear emotion video
video_214,data/Crisis_Angry_0175.mp4,Crisis - Angry emotion video
video_215,data/OfficialEvent_Neutral_0131.mp4,OfficialEvent - Neutral emotion video
video_216,data/Argue_Disgust_0012.mp4,Argue - Disgust emotion video
video_217,data/ElegantArt_Angry_0218.mp4,ElegantArt - Angry emotion video
video_218,data/ScholarReport_Neutral_0482.mp4,ScholarReport - Neutral emotion video
video_219,data/DailyLife_Sad_0339.mp4,DailyLife - Sad emotion video
video_220,data/School_Fear_0004.mp4,School - Fear emotion video
video_221,data/Conflict_Disgust_0010.mp4,Conflict - Disgust emotion video
video_222,data/History_Disgust_0034.mp4,History - Disgust emotion video
video_223,data/Terror_Sad_0034.mp4,Terror - Sad emotion video
video_224,data/School_Surprise_0025.mp4,School - Surprise emotion video
video_225,data/History_Sad_0404.mp4,History - Sad emotion video
video_226,data/ScholarReport_Neutral_0224.mp4,ScholarReport - Neutral emotion video
video_227,data/School_Sad_0121.mp4,School - Sad emotion video
video_228,data/Speech_Fear_0098.mp4,Speech - Fear emotion video
video_229,data/Contest_Disgust_0080.mp4,Contest - Disgust emotion video
video_230,data/Talkshow_Disgust_0035.mp4,Talkshow - Disgust emotion video
video_231,data/Contest_Neutral_0041.mp4,Contest - Neutral emotion video
video_232,data/Social_Disgust_0096.mp4,Social - Disgust emotion video
video_233,data/School_Fear_0101.mp4,School - Fear emotion video
video_234,data/Social_Sad_0051.mp4,Social - Sad emotion video
video_235,data/OfficialEvent_Angry_0341.mp4,OfficialEvent - Angry emotion video
video_236,data/History_Angry_0231.mp4,History - Angry emotion video
video_237,data/History_Surprise_0099.mp4,History - Surprise emotion video
video_238,data/Business_Happy_0214.mp4,Business - Happy emotion video
video_239,data/School_Fear_0010.mp4,School - Fear emotion video
video_240,data/DailyLife_Sad_0010.mp4,DailyLife - Sad emotion video
video_241,data/History_Sad_0431.mp4,History - Sad emotion video
video_242,data/Social_Disgust_0104.mp4,Social - Disgust emotion video
video_243,data/ElegantArt_Happy_0159.mp4,ElegantArt - Happy emotion video
video_244,data/Interview_Disgust_0088.mp4,Interview - Disgust emotion video
video_245,data/School_Surprise_0097.mp4,School - Surprise emotion video
video_246,data/DailyLife_Neutral_0447.mp4,DailyLife - Neutral emotion video
video_247,data/ScholarReport_Surprise_0055.mp4,ScholarReport - Surprise emotion video
video_248,data/Contest_Neutral_0161.mp4,Contest - Neutral emotion video
video_249,data/ScholarReport_Fear_0039.mp4,ScholarReport - Fear emotion video
video_250,data/Terror_Fear_0133.mp4,Terror - Fear emotion video
video_251,data/Terror_Sad_0165.mp4,Terror - Sad emotion video
video_252,data/Conflict_Fear_0064.mp4,Conflict - Fear emotion video
video_253,data/Contest_Fear_0024.mp4,Contest - Fear emotion video
video_254,data/Liveshow_Disgust_0055.mp4,Liveshow - Disgust emotion video
video_255,data/Terror_Sad_0160.mp4,Terror - Sad emotion video
video_256,data/School_Surprise_0152.mp4,School - Surprise emotion video
video_257,data/Medicine_Disgust_0017.mp4,Medicine - Disgust emotion video
video_258,data/School_Angry_0095.mp4,School - Angry emotion video
video_259,data/School_Disgust_0029.mp4,School - Disgust emotion video
video_260,data/School_Surprise_0102.mp4,School - Surprise emotion video
video_261,data/OfficialEvent_Happy_0146.mp4,OfficialEvent - Happy emotion video
video_262,data/Conflict_Angry_0496.mp4,Conflict - Angry emotion video
video_263,data/Social_Surprise_0085.mp4,Social - Surprise emotion video
video_264,data/Terror_Fear_0200.mp4,Terror - Fear emotion video
video_265,data/Business_Happy_0286.mp4,Business - Happy emotion video
video_266,data/Liveshow_Neutral_0362.mp4,Liveshow - Neutral emotion video
video_267,data/Experiment_Neutral_0038.mp4,Experiment - Neutral emotion video
video_268,data/School_Disgust_0152.mp4,School - Disgust emotion video
video_269,data/Contest_Disgust_0082.mp4,Contest - Disgust emotion video
video_270,data/Business_Neutral_0187.mp4,Business - Neutral emotion video
video_271,data/War_Sad_0171.mp4,War - Sad emotion video
video_272,data/Talkshow_Surprise_0078.mp4,Talkshow - Surprise emotion video
video_273,data/Terror_Happy_0006.mp4,Terror - Happy emotion video
video_274,data/Terror_Happy_0024.mp4,Terror - Happy emotion video
video_275,data/Business_Angry_0071.mp4,Business - Angry emotion video
video_276,data/ScholarReport_Sad_0204.mp4,ScholarReport - Sad emotion video
video_277,data/School_Surprise_0178.mp4,School - Surprise emotion video
video_278,data/Speech_Surprise_0011.mp4,Speech - Surprise emotion video
video_279,data/ScholarReport_Disgust_0094.mp4,ScholarReport - Disgust emotion video
video_280,data/War_Neutral_0083.mp4,War - Neutral emotion video
video_281,data/Contest_Surprise_0013.mp4,Contest - Surprise emotion video
video_282,data/Experiment_Neutral_0149.mp4,Experiment - Neutral emotion video
video_283,data/Argue_Angry_0528.mp4,Argue - Angry emotion video
video_284,data/Contest_Happy_0307.mp4,Contest - Happy emotion video
video_285,data/Liveshow_Happy_0210.mp4,Liveshow - Happy emotion video
video_286,data/Business_Fear_0017.mp4,Business - Fear emotion video
video_287,data/Terror_Surprise_0085.mp4,Terror - Surprise emotion video
video_288,data/Conflict_Disgust_0182.mp4,Conflict - Disgust emotion video
video_289,data/Contest_Disgust_0103.mp4,Contest - Disgust emotion video
video_290,data/War_Sad_0390.mp4,War - Sad emotion video
video_291,data/Speech_Fear_0107.mp4,Speech - Fear emotion video
video_292,data/ScholarReport_Fear_0091.mp4,ScholarReport - Fear emotion video
video_293,data/Talkshow_Neutral_0312.mp4,Talkshow - Neutral emotion video
video_294,data/Interview_Happy_0164.mp4,Interview - Happy emotion video
video_295,data/Social_Happy_0019.mp4,Social - Happy emotion video
video_296,data/DailyLife_Neutral_0285.mp4,DailyLife - Neutral emotion video
video_297,data/DailyLife_Fear_0087.mp4,DailyLife - Fear emotion video
video_298,data/DailyLife_Happy_0424.mp4,DailyLife - Happy emotion video
video_299,data/History_Surprise_0070.mp4,History - Surprise emotion video
video_300,data/Terror_Fear_0069.mp4,Terror - Fear emotion video
video_301,data/Crisis_Disgust_0005.mp4,Crisis - Disgust emotion video
video_302,data/Contest_Fear_0018.mp4,Contest - Fear emotion video
video_303,data/Action_Happy_0331.mp4,Action - Happy emotion video
video_304,data/Conflict_Neutral_0192.mp4,Conflict - Neutral emotion video
video_305,data/Speech_Surprise_0049.mp4,Speech - Surprise emotion video
video_306,data/Liveshow_Neutral_0319.mp4,Liveshow - Neutral emotion video
video_307,data/Interview_Fear_0014.mp4,Interview - Fear emotion video
video_308,data/DailyLife_Neutral_0360.mp4,DailyLife - Neutral emotion video
video_309,data/School_Sad_0038.mp4,School - Sad emotion video
video_310,data/Conflict_Sad_0037.mp4,Conflict - Sad emotion video
video_311,data/Argue_Happy_0311.mp4,Argue - Happy emotion video
video_312,data/Contest_Neutral_0351.mp4,Contest - Neutral emotion video
video_313,data/Contest_Surprise_0154.mp4,Contest - Surprise emotion video
video_314,data/DailyLife_Angry_0302.mp4,DailyLife - Angry emotion video
video_315,data/Terror_Fear_0127.mp4,Terror - Fear emotion video
video_316,data/War_Fear_0079.mp4,War - Fear emotion video
video_317,data/DailyLife_Happy_0459.mp4,DailyLife - Happy emotion video
video_318,data/DailyLife_Fear_0065.mp4,DailyLife - Fear emotion video
video_319,data/Crisis_Sad_0012.mp4,Crisis - Sad emotion video
video_320,data/Speech_Fear_0045.mp4,Speech - Fear emotion video
video_321,data/DailyLife_Happy_0376.mp4,DailyLife - Happy emotion video
video_322,data/Talkshow_Disgust_0008.mp4,Talkshow - Disgust emotion video
video_323,data/Contest_Surprise_0104.mp4,Contest - Surprise emotion video
video_324,data/Conflict_Angry_0269.mp4,Conflict - Angry emotion video
video_325,data/Terror_Fear_0309.mp4,Terror - Fear emotion video
video_326,data/War_Happy_0148.mp4,War - Happy emotion video
video_327,data/Terror_Fear_0169.mp4,Terror - Fear emotion video
video_328,data/Conflict_Surprise_0204.mp4,Conflict - Surprise emotion video
video_329,data/OfficialEvent_Happy_0112.mp4,OfficialEvent - Happy emotion video
video_330,data/School_Neutral_0324.mp4,School - Neutral emotion video
video_331,data/DailyLife_Neutral_0203.mp4,DailyLife - Neutral emotion video
video_332,data/Conflict_Disgust_0105.mp4,Conflict - Disgust emotion video
video_333,data/History_Sad_0020.mp4,History - Sad emotion video
video_334,data/Interview_Surprise_0050.mp4,Interview - Surprise emotion video
video_335,data/Crime_Happy_0051.mp4,Crime - Happy emotion video
video_336,data/Argue_Angry_0620.mp4,Argue - Angry emotion video
video_337,data/History_Fear_0007.mp4,History - Fear emotion video
video_338,data/Talkshow_Fear_0021.mp4,Talkshow - Fear emotion video
video_339,data/History_Angry_0051.mp4,History - Angry emotion video
video_340,data/Medicine_Happy_0015.mp4,Medicine - Happy emotion video
video_341,data/Conflict_Angry_0167.mp4,Conflict - Angry emotion video
video_342,data/DailyLife_Angry_0185.mp4,DailyLife - Angry emotion video
video_343,data/Argue_Happy_0162.mp4,Argue - Happy emotion video
video_344,data/Crime_Surprise_0086.mp4,Crime - Surprise emotion video
video_345,data/Crisis_Disgust_0050.mp4,Crisis - Disgust emotion video
video_346,data/ScholarReport_Surprise_0092.mp4,ScholarReport - Surprise emotion video
video_347,data/History_Angry_0267.mp4,History - Angry emotion video
video_348,data/Social_Disgust_0079.mp4,Social - Disgust emotion video
video_349,data/School_Surprise_0209.mp4,School - Surprise emotion video
video_350,data/ElegantArt_Disgust_0010.mp4,ElegantArt - Disgust emotion video
